section_index,section_name,rule_id,source,from_text,to_text
15.1,Proto-Eskimo-Aleut to Proto-Aleut,Proto-Aleut-v_2,index_diachronica_original.html:4599,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
15.1,Proto-Eskimo-Aleut to Proto-Aleut,Proto-Aleut-v_2,index_diachronica_original.html:4599,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
15.1,Proto-Eskimo-Aleut to Proto-Aleut,Proto-Aleut-dʒ,index_diachronica_original.html:4608,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
15.1,Proto-Eskimo-Aleut to Proto-Aleut,Proto-Aleut-dʒ,index_diachronica_original.html:4608,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
15.1,Proto-Eskimo-Aleut to Proto-Aleut,Proto-Aleut-dʒ_2,index_diachronica_original.html:4609,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
15.1,Proto-Eskimo-Aleut to Proto-Aleut,Proto-Aleut-dʒ_2,index_diachronica_original.html:4609,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
15.2.1,Proto-Eskimo to Barrow Iñupiaq,Barrow-Iñupiaq-ə,index_diachronica_original.html:4627, (/|!) at word boundaries," \1 #_, _#"
15.2.2,Proto-Eskimo to Greenlandic Iñupiaq,Greenlandic-Iñupiaq-Cː,index_diachronica_original.html:4650, / except when CV_V in U, / sporadic ! CV_V ; except when CV_V in U
15.2.4,Proto-Eskimo to Wales Iñupiaq,Wales-Iñupiaq-ɣ,index_diachronica_original.html:4693, / (“in some positions”), / sporadic ; \1
15.2.5,Proto-Eskimo to Kuskokwim Yup’ik,Kuskokwim-Yup’ik-s,index_diachronica_original.html:4719, / (in certain situations), / sporadic ; \1
15.2.5,Proto-Eskimo to Kuskokwim Yup’ik,Kuskokwim-Yup’ik-C+voice,index_diachronica_original.html:4720, (/|!) adjacent to (\{[^}]+\})," \1  \2_, _\2"
15.2.5,Proto-Eskimo to Kuskokwim Yup’ik,Kuskokwim-Yup’ik-F+voice,index_diachronica_original.html:4725, (/|!) adjacent to (\{[^}]+\})," \1  \2_, _\2"
15.2.6,Proto-Eskimo to Nunivak Yup’ik,Nunivak-Yup’ik-s,index_diachronica_original.html:4746, / (in certain situations), / sporadic ; \1
15.2.6,Proto-Eskimo to Nunivak Yup’ik,Nunivak-Yup’ik-C+voice,index_diachronica_original.html:4747, (/|!) adjacent to (\{[^}]+\})," \1  \2_, _\2"
15.2.6,Proto-Eskimo to Nunivak Yup’ik,Nunivak-Yup’ik-F+voice,index_diachronica_original.html:4755, (/|!) adjacent to (\{[^}]+\})," \1  \2_, _\2"
15.2.7,Proto-Eskimo to Siberian Yup’ik,Siberian-Yup’ik-s,index_diachronica_original.html:4775,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
15.2.7,Proto-Eskimo to Siberian Yup’ik,Siberian-Yup’ik-s,index_diachronica_original.html:4775,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
15.2.7,Proto-Eskimo to Siberian Yup’ik,Siberian-Yup’ik-s,index_diachronica_original.html:4775, / in ([\w ]+) dialects, / sporadic ; in \1 dialects
15.2.7,Proto-Eskimo to Siberian Yup’ik,Siberian-Yup’ik-F+voice,index_diachronica_original.html:4782, (/|!) adjacent to (\{[^}]+\})," \1  \2_, _\2"
15.2.8,Proto-Eskimo to Unaaliq Yup’ik,Unaaliq-Yup’ik-s,index_diachronica_original.html:4804, / (in certain situations), / sporadic ; \1
15.2.8,Proto-Eskimo to Unaaliq Yup’ik,Unaaliq-Yup’ik-F+voice,index_diachronica_original.html:4812, (/|!) adjacent to (\{[^}]+\})," \1  \2_, _\2"
16.1.5,Proto-Tabla-Sentani to Tabla,Tabla-e,index_diachronica_original.html:4924, / unstressed, / [-stress]
17.1.1,Proto-Indo-European to Gheg Albanian,Gheg-Albanian-ḱ_3,index_diachronica_original.html:4962, (“[a]rchaic relic”),;  (“[a]rchaic relic”)
17.1.1,Proto-Indo-European to Gheg Albanian,Gheg-Albanian-ḱ_3,index_diachronica_original.html:4962, (“, ; (“
17.1.1,Proto-Indo-European to Gheg Albanian,Gheg-Albanian-s_3,index_diachronica_original.html:4976, / (sometimes), / sporadic ; \1
17.1.2,Proto-Indo-European to Tosk Albanian,Tosk-Albanian-ḱ_3,index_diachronica_original.html:5001, (“[a]rchaic relic”),;  (“[a]rchaic relic”)
17.1.2,Proto-Indo-European to Tosk Albanian,Tosk-Albanian-ḱ_3,index_diachronica_original.html:5001, (“, ; (“
17.1.2,Proto-Indo-European to Tosk Albanian,Tosk-Albanian-s_3,index_diachronica_original.html:5015, / (sometimes), / sporadic ; \1
17.2,Proto-Indo-European to Common Anatolian,Common-Anatolian-t,index_diachronica_original.html:5045, “(, ; “(
17.2.1,Common Anatolian to Hittite,Hittite-V,index_diachronica_original.html:5057, / in , / 
17.2.1,Common Anatolian to Hittite,Hittite-e-o,index_diachronica_original.html:5058, / in , / 
17.2.2,Common Anatolian to Luwian,Luwian-V,index_diachronica_original.html:5085, / in , / 
17.2.2,Common Anatolian to Luwian,Luwian-V_2,index_diachronica_original.html:5086, / in , / 
17.2.2,Common Anatolian to Luwian,Luwian-h,index_diachronica_original.html:5092, (/|!) at word boundaries," \1 #_, _#"
17.2.3,Common Anatolian to Lycian,Lycian-kʷ_2,index_diachronica_original.html:5105,", in Milyan"," ; , in Milyan"
17.2.3,Common Anatolian to Lycian,Lycian-kʷ_2,index_diachronica_original.html:5105,", in ", ; sporadic - in 
17.2.3,Common Anatolian to Lycian,Lycian-s,index_diachronica_original.html:5110, “(, ; “(
17.2.4,Common Anatolian to Lydian,"Lydian-m,n",index_diachronica_original.html:5139, “(, ; “(
17.2.4,Common Anatolian to Lydian,Lydian-w,index_diachronica_original.html:5141,\(→ (\w+) ?\??\),→ \1
17.2.4,Common Anatolian to Lydian,"Lydian-e,o",index_diachronica_original.html:5148, / in , / 
17.2.4,Common Anatolian to Lydian,Lydian-n,index_diachronica_original.html:5149, “(, ; “(
17.2.5,Common Anatolian to Palaic,Palaic-e,index_diachronica_original.html:5162, / pretonic, / sporadic ; pretonic
17.2.5,Common Anatolian to Palaic,Palaic-e_2,index_diachronica_original.html:5163, / posttonic, / sporadic ; posttonic
17.2.5,Common Anatolian to Palaic,Palaic-a-e,index_diachronica_original.html:5165, / in , / 
17.3.1,Proto-Indo-European to Artsakh Armenian,"Artsakh-Armenian-i,u",index_diachronica_original.html:5188, / in some , / sporadic ; in some 
17.3.1,Proto-Indo-European to Artsakh Armenian,Artsakh-Armenian-VN,index_diachronica_original.html:5208,→ (?),
17.3.1,Proto-Indo-European to Artsakh Armenian,Artsakh-Armenian-VN,index_diachronica_original.html:5208,", in polysyllables", ; in polysyllables
17.3.1,Proto-Indo-European to Artsakh Armenian,Artsakh-Armenian-N_2,index_diachronica_original.html:5209,", in monosyllables", / sporadic ; in monosyllables
17.3.2,Proto-Indo-European to Erevan Armenian,"Erevan-Armenian-i,u",index_diachronica_original.html:5225, / in some , / sporadic ; in some 
17.3.2,Proto-Indo-European to Erevan Armenian,Erevan-Armenian-VN,index_diachronica_original.html:5245,→ (?),
17.3.2,Proto-Indo-European to Erevan Armenian,Erevan-Armenian-VN,index_diachronica_original.html:5245,", in polysyllables", ; in polysyllables
17.3.2,Proto-Indo-European to Erevan Armenian,Erevan-Armenian-N_2,index_diachronica_original.html:5246,", in monosyllables", / sporadic ; in monosyllables
17.3.3,Proto-Indo-European to Istanbul Armenian,"Istanbul-Armenian-i,u",index_diachronica_original.html:5262, / in some , / sporadic ; in some 
17.3.3,Proto-Indo-European to Istanbul Armenian,Istanbul-Armenian-VN,index_diachronica_original.html:5282,→ (?),
17.3.3,Proto-Indo-European to Istanbul Armenian,Istanbul-Armenian-VN,index_diachronica_original.html:5282,", in polysyllables", ; in polysyllables
17.3.3,Proto-Indo-European to Istanbul Armenian,Istanbul-Armenian-N_2,index_diachronica_original.html:5283,", in monosyllables", / sporadic ; in monosyllables
17.3.4,Proto-Indo-European to Kharpert Armenian,"Kharpert-Armenian-i,u",index_diachronica_original.html:5299, / in some , / sporadic ; in some 
17.3.4,Proto-Indo-European to Kharpert Armenian,Kharpert-Armenian-VN,index_diachronica_original.html:5319,→ (?),
17.3.4,Proto-Indo-European to Kharpert Armenian,Kharpert-Armenian-VN,index_diachronica_original.html:5319,", in polysyllables", ; in polysyllables
17.3.4,Proto-Indo-European to Kharpert Armenian,Kharpert-Armenian-N_2,index_diachronica_original.html:5320,", in monosyllables", / sporadic ; in monosyllables
17.3.5,Proto-Indo-European to Sebastia Armenian,"Sebastia-Armenian-i,u",index_diachronica_original.html:5336, / in some , / sporadic ; in some 
17.3.5,Proto-Indo-European to Sebastia Armenian,Sebastia-Armenian-VN,index_diachronica_original.html:5355,→ (?),
17.3.5,Proto-Indo-European to Sebastia Armenian,Sebastia-Armenian-VN,index_diachronica_original.html:5355,", in polysyllables", ; in polysyllables
17.3.5,Proto-Indo-European to Sebastia Armenian,Sebastia-Armenian-N_2,index_diachronica_original.html:5356,", in monosyllables", / sporadic ; in monosyllables
17.3.6,Proto-Indo-European to Southeast Armenian,"Southeast-Armenian-i,u",index_diachronica_original.html:5372, / in some , / sporadic ; in some 
17.3.6,Proto-Indo-European to Southeast Armenian,Southeast-Armenian-VN,index_diachronica_original.html:5394,→ (?),
17.3.6,Proto-Indo-European to Southeast Armenian,Southeast-Armenian-VN,index_diachronica_original.html:5394,", in polysyllables", ; in polysyllables
17.3.6,Proto-Indo-European to Southeast Armenian,Southeast-Armenian-N_2,index_diachronica_original.html:5395,", in monosyllables", / sporadic ; in monosyllables
17.3.7,Proto-Indo-European to Southwest Armenian,"Southwest-Armenian-i,u",index_diachronica_original.html:5411, / in some , / sporadic ; in some 
17.3.7,Proto-Indo-European to Southwest Armenian,Southwest-Armenian-VN,index_diachronica_original.html:5432,→ (?),
17.3.7,Proto-Indo-European to Southwest Armenian,Southwest-Armenian-VN,index_diachronica_original.html:5432,", in polysyllables", ; in polysyllables
17.3.7,Proto-Indo-European to Southwest Armenian,Southwest-Armenian-N_2,index_diachronica_original.html:5433,", in monosyllables", / sporadic ; in monosyllables
17.5,Proto-Indo-European to Proto-Celtic,Proto-Celtic-—-e,index_diachronica_original.html:5478," / _Ra (short a only), ", / _Ra[-long] ; 
17.5,Proto-Indo-European to Proto-Celtic,Proto-Celtic-—-oː,index_diachronica_original.html:5483, / in , / 
17.5.1,Proto-Indo-European to Old Irish,Old-Irish-p-t-k-kʷ-b-d-ɡ-m-n-l-r-s,index_diachronica_original.html:5521, (“, ; (“
17.5.1,Proto-Indo-European to Old Irish,"Old-Irish-—-p,t_2",index_diachronica_original.html:5550, “(, ; “(
17.5.1,Proto-Indo-European to Old Irish,Old-Irish-—-s,index_diachronica_original.html:5551,[anything],[]
17.5.1,Proto-Indo-European to Old Irish,Old-Irish-—-hn-hm,index_diachronica_original.html:5552,[anything],[]
17.5.1,Proto-Indo-European to Old Irish,Old-Irish-—-hn-hm,index_diachronica_original.html:5552, (“, ; (“
17.5.1,Proto-Indo-European to Old Irish,Old-Irish-—-st-zd,index_diachronica_original.html:5554,[anything],[]
17.5.1,Proto-Indo-European to Old Irish,"Old-Irish-—-l,hl-l,hr-lp,s,n-rp,s-ln",index_diachronica_original.html:5555,[anything],[]
17.5.1,Proto-Indo-European to Old Irish,Old-Irish-oː_3,index_diachronica_original.html:5561,[anything],[]
17.5.1,Proto-Indo-European to Old Irish,"Old-Irish-—-e,o",index_diachronica_original.html:5567,[anything],[]
17.5.1,Proto-Indo-European to Old Irish,Old-Irish-V_3,index_diachronica_original.html:5570, / unstressed, / [-stress]
17.5.2,Proto-Celtic to Middle Welsh,Middle-Welsh-V,index_diachronica_original.html:5581,", also in proclitics"," ; , also in proclitics"
17.5.2,Proto-Celtic to Middle Welsh,Middle-Welsh-V_4,index_diachronica_original.html:5599, / intertonic, / %[+str]_%[+str]
17.6,Proto-Indo-European to Dacian,Dacian-e,index_diachronica_original.html:5618, / in , / 
17.6,Proto-Indo-European to Dacian,Dacian-e_2,index_diachronica_original.html:5619, / in , / 
17.6,Proto-Indo-European to Dacian,Dacian-ei,index_diachronica_original.html:5622, (“, ; (“
17.7,Proto-Indo-European to Common Germanic,Common-Germanic-f-θ-s-x,index_diachronica_original.html:5634, “(, ; “(
17.7.1,Common Germanic to Gothic,Gothic-z,index_diachronica_original.html:5683,"#, though ","# ; , though "
17.7.1,Common Germanic to Gothic,Gothic-s_2,index_diachronica_original.html:5685, / in “, / sporadic ; in “
17.7.1,Common Germanic to Gothic,Gothic-s_3,index_diachronica_original.html:5686, / in “, / sporadic ; in “
17.7.2.1,West Germanic to Anglo-Frisian,Anglo-Frisian-æː,index_diachronica_original.html:5704,“under to [sic] the influence of neighboring consonants”,/ sporadic ; “under to [sic] the influence of neighboring consonants”
17.7.2.1,West Germanic to Anglo-Frisian,Anglo-Frisian-i-o,index_diachronica_original.html:5708, / unstressed, / [-stress]
17.7.2.1.2,Old English to Kentish Middle English,Kentish-Middle-English-ɑ-e-o,index_diachronica_original.html:5738, / in , / 
17.7.2.1.2,Old English to Kentish Middle English,Kentish-Middle-English-ɑ-e-o,index_diachronica_original.html:5738, ! in , ! 
17.7.2.1.2,Old English to Kentish Middle English,Kentish-Middle-English-Vː_2,index_diachronica_original.html:5740, / in , / 
17.7.2.1.3,Old English to Midlands Middle English,Midlands-Middle-English-ɑ-e-o,index_diachronica_original.html:5760, / in , / 
17.7.2.1.3,Old English to Midlands Middle English,Midlands-Middle-English-ɑ-e-o,index_diachronica_original.html:5760, ! in , ! 
17.7.2.1.3,Old English to Midlands Middle English,Midlands-Middle-English-Vː_2,index_diachronica_original.html:5761, / in , / 
17.7.2.1.5,Early Modern English to American English,American-English-æ,index_diachronica_original.html:5788,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.1.5,Early Modern English to American English,American-English-æ,index_diachronica_original.html:5788, (“, ; (“
17.7.2.1.5,Early Modern English to American English,American-English-o-ɔ,index_diachronica_original.html:5796,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.1.5,Early Modern English to American English,American-English-o-ɔ,index_diachronica_original.html:5796, (most dialects, ; (most dialects
17.7.2.1.5,Early Modern English to American English,American-English-ɒ_2,index_diachronica_original.html:5799, “(, ; “(
17.7.2.1.5,Early Modern English to American English,American-English-w,index_diachronica_original.html:5803, for some C, ; sporadic ; for some C
17.7.2.1.6,Early Modern English to Australian English,Australian-English-uː,index_diachronica_original.html:5819, in (Queensland( and New South Wales)?), in \1 dialects
17.7.2.1.6,Early Modern English to Australian English,Australian-English-uː,index_diachronica_original.html:5819,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.1.6,Early Modern English to Australian English,Australian-English-uː,index_diachronica_original.html:5819, ! in Queensland, sporadic ; not in Queensland
17.7.2.1.6,Early Modern English to Australian English,Australian-English-ɫ,index_diachronica_original.html:5821, / ! if one of the above, / sporadic ; ! if one of the above
17.7.2.1.6,Early Modern English to Australian English,Australian-English-ɪ_3,index_diachronica_original.html:5824, / unstressed, / [-stress]
17.7.2.1.6,Early Modern English to Australian English,Australian-English-sj-zj-lj,index_diachronica_original.html:5833, “(, ; “(
17.7.2.1.6,Early Modern English to Australian English,Australian-English-æ_3,index_diachronica_original.html:5840, (rare) ! form of , / sporadic ; (rare) ! form of 
17.7.2.1.8,Old English to Northern Middle English,Northern-Middle-English-ɑ-e-o,index_diachronica_original.html:5868, / in , / 
17.7.2.1.8,Old English to Northern Middle English,Northern-Middle-English-ɑ-e-o,index_diachronica_original.html:5868, ! in , ! 
17.7.2.1.8,Old English to Northern Middle English,Northern-Middle-English-Vː_2,index_diachronica_original.html:5870, / in , / 
17.7.2.1.8,Old English to Northern Middle English,Northern-Middle-English-ʃ,index_diachronica_original.html:5873, / in , / 
17.7.2.1.9,Early Northern Middle English to Scots,Scots-t,index_diachronica_original.html:5884, (“, ; (“
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-uː,index_diachronica_original.html:5897,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-uː,index_diachronica_original.html:5897,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-uː,index_diachronica_original.html:5897,", in ", ; sporadic - in 
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-øː,index_diachronica_original.html:5898,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-øː_2,index_diachronica_original.html:5899,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-øː_2,index_diachronica_original.html:5899,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-a,index_diachronica_original.html:5901,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-a,index_diachronica_original.html:5901,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-ɛː,index_diachronica_original.html:5905,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-ɛː,index_diachronica_original.html:5905,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-ɛː,index_diachronica_original.html:5905, / in ([\w ]+) dialects, / sporadic ; in \1 dialects
17.7.2.1.9,Early Northern Middle English to Scots,Scots-—-ɛː,index_diachronica_original.html:5905,\(→ (\w+) ?\??\),→ \1
17.7.2.1.10,Old English to Scots,Scots_2-øː,index_diachronica_original.html:5922, “(, ; “(
17.7.2.1.11,Scots to Falkirk Scots,Falkirk-Scots-V,index_diachronica_original.html:5974, “(, ; “(
17.7.2.1.11,Scots to Falkirk Scots,Falkirk-Scots-k,index_diachronica_original.html:5976, “(, ; “(
17.7.2.1.11,Scots to Falkirk Scots,Falkirk-Scots-ɡ,index_diachronica_original.html:5977, “(, ; “(
17.7.2.1.12,Old English to Southern Middle English,Southern-Middle-English-ɑ-e-o,index_diachronica_original.html:5998, / in , / 
17.7.2.1.12,Old English to Southern Middle English,Southern-Middle-English-ɑ-e-o,index_diachronica_original.html:5998, ! in , ! 
17.7.2.1.12,Old English to Southern Middle English,Southern-Middle-English-Vː_2,index_diachronica_original.html:6000, / in , / 
17.7.2.1.13,Middle English to Yola,Yola-t-d,index_diachronica_original.html:6012, (conditioning unclear), / sporadic ; (conditioning unclear)
17.7.2.1.13,Middle English to Yola,Yola-ʍ,index_diachronica_original.html:6015, (at least one instance of ,;  (at least one instance of 
17.7.2.2,West Germanic to Old Low Franconian,Old-Low-Franconian-a,index_diachronica_original.html:6043,\(→ (\w+) ?\??\),→ \1
17.7.2.2,West Germanic to Old Low Franconian,Old-Low-Franconian-uː,index_diachronica_original.html:6047,", in ", ; sporadic - in 
17.7.2.2,West Germanic to Old Low Franconian,Old-Low-Franconian-uː_2,index_diachronica_original.html:6048,", in ", ; sporadic - in 
17.7.2.2,West Germanic to Old Low Franconian,Old-Low-Franconian-ei-ou,index_diachronica_original.html:6050,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.2,West Germanic to Old Low Franconian,Old-Low-Franconian-ei-ou,index_diachronica_original.html:6050,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.7.2.2.1,Old Low Franconian to Middle Dutch,Middle-Dutch-iu,index_diachronica_original.html:6056,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.2.1,Old Low Franconian to Middle Dutch,Middle-Dutch-iu,index_diachronica_original.html:6056,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.7.2.2.1,Old Low Franconian to Middle Dutch,Middle-Dutch-f-θ-s,index_diachronica_original.html:6061, / syllable-initially (h → ɦ?), / $_ ; (h → ɦ?)
17.7.2.2.1,Old Low Franconian to Middle Dutch,Middle-Dutch-V,index_diachronica_original.html:6062, / if short and unstressed," / [-long, -stress]"
17.7.2.2.1,Old Low Franconian to Middle Dutch,Middle-Dutch-f,index_diachronica_original.html:6063,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.2.1,Old Low Franconian to Middle Dutch,Middle-Dutch-f,index_diachronica_original.html:6063,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.7.2.2.1,Old Low Franconian to Middle Dutch,"Middle-Dutch-uː,uw-u",index_diachronica_original.html:6065, (except in the, / sporadic ; (except in the
17.7.2.2.1,Old Low Franconian to Middle Dutch,Middle-Dutch-V-long-+stress,index_diachronica_original.html:6067, / in open syllables , ; in open syllables 
17.7.2.2.2,Middle Dutch to Modern Dutch,Modern-Dutch-—-x-ɣ,index_diachronica_original.html:6078,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.2.2,Middle Dutch to Modern Dutch,Modern-Dutch-—-x-ɣ,index_diachronica_original.html:6078,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.7.2.2.2,Middle Dutch to Modern Dutch,Modern-Dutch-—-x-ɣ,index_diachronica_original.html:6078, / in ([\w ]+) dialects, / sporadic ; in \1 dialects
17.7.2.2.2,Middle Dutch to Modern Dutch,Modern-Dutch-—-x-ɣ_2,index_diachronica_original.html:6079,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.7.2.2.2,Middle Dutch to Modern Dutch,Modern-Dutch-—-x-ɣ_2,index_diachronica_original.html:6079,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.7.2.2.2,Middle Dutch to Modern Dutch,Modern-Dutch-—-x-ɣ_2,index_diachronica_original.html:6079, / in ([\w ]+) dialects, / sporadic ; in \1 dialects
17.7.2.3,Middle High German to Standard German,Standard-German-eː-i,index_diachronica_original.html:6105,C[+ affricate],O[+delrel]
17.7.2.3,Middle High German to Standard German,Standard-German-uː-yː-iː,index_diachronica_original.html:6109,", (except in certain)", / sporadic ; \1
17.7.2.3,Middle High German to Standard German,Standard-German-uː-yː-iː,index_diachronica_original.html:6109, (“, ; (“
17.7.2.3,Middle High German to Standard German,Standard-German-Vː,index_diachronica_original.html:6114, (some exceptions, ; sporadic (some exceptions
17.7.2.3,Middle High German to Standard German,Standard-German-Vː_2,index_diachronica_original.html:6115, (some exceptions, ; sporadic (some exceptions
17.7.2.3,Middle High German to Standard German,Standard-German-V_3,index_diachronica_original.html:6118, / in some , / sporadic ; in some 
17.7.2.3,Middle High German to Standard German,Standard-German-ə,index_diachronica_original.html:6120, / unstressed, / [-stress]
17.7.2.5,West Germanic to Old Low German,Old-Low-German-f-θ-s,index_diachronica_original.html:6146, / syllable-initially, / $_ 
17.7.3,Common Germanic to Proto-Norse,Proto-Norse-i,index_diachronica_original.html:6168, ! in , ! 
17.7.3.1,Proto-Norse to Old Norse,Old-Norse-VN,index_diachronica_original.html:6195, ! in , ! 
17.7.3.1,Proto-Norse to Old Norse,Old-Norse-a_4,index_diachronica_original.html:6204, ! in , ! 
17.7.3.1,Proto-Norse to Old Norse,Old-Norse-Vː,index_diachronica_original.html:6221, ! in , ! 
17.7.3.1,Proto-Norse to Old Norse,Old-Norse-Ṽ,index_diachronica_original.html:6280, / in , / 
17.7.3.1,Proto-Norse to Old Norse,"Old-Norse-o-æ,e",index_diachronica_original.html:6322, ! in , ! 
17.7.3.1.1,Old Norse to Early Icelandic,Early-Icelandic-S-voiceː-S+-voiceː,index_diachronica_original.html:6369, ʰS , Sʰ 
17.7.3.1.1,Old Norse to Early Icelandic,Early-Icelandic-S-voice,index_diachronica_original.html:6370, ʰS , Sʰ 
17.7.3.1.1,Old Norse to Early Icelandic,Early-Icelandic-V,index_diachronica_original.html:6378,", in monosyllables", / sporadic ; in monosyllables
17.7.3.1.1,Old Norse to Early Icelandic,Early-Icelandic-V_2,index_diachronica_original.html:6379,", in polysyllables", ; in polysyllables
17.7.3.1.3,Old Norse to Shetland Norn,Shetland-Norn-nd-ld,index_diachronica_original.html:6481,nd ld (→ nː lː ?),nd ld → nː lː
17.7.4,Common Germanic to Vandalic,Vandalic-eː,index_diachronica_original.html:6541, / unstressed, / [-stress]
17.8.2,Proto-Indo-European to Attic Greek,Attic-Greek-oj,index_diachronica_original.html:6604, (→ yː sometimes), → yː / sporadic ; (→ yː sometimes)
17.8.6,Proto-Indo-European to Doric Greek,Doric-Greek-Vns,index_diachronica_original.html:6695,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.8.6,Proto-Indo-European to Doric Greek,Doric-Greek-h_2,index_diachronica_original.html:6699,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.8.8,Proto-Indo-European to Ionic Greek,Ionic-Greek-ej-ow,index_diachronica_original.html:6746,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.8.8,Proto-Indo-European to Ionic Greek,Ionic-Greek-oj,index_diachronica_original.html:6755, (→ yː sometimes), → yː / sporadic ; (→ yː sometimes)
17.9,Proto-Indo-European to Hittite,Hittite_2-h3,index_diachronica_original.html:6805, “(, ; “(
17.11.1,Proto-Slavic to Polish,"Polish-—-ь,ъ_2",index_diachronica_original.html:7028, / in , / 
17.11.1,Proto-Slavic to Polish,Polish-V,index_diachronica_original.html:7057, / unstressed, / [-stress]
17.11.1,Proto-Slavic to Polish,Polish-Vː,index_diachronica_original.html:7066, (in certain frequently-used words), / sporadic ; \1
17.11.1,Proto-Slavic to Polish,Polish-ɔ̃_2,index_diachronica_original.html:7088,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.11.1,Proto-Slavic to Polish,Polish-ɔ̃_2,index_diachronica_original.html:7088,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.11.1,Proto-Slavic to Polish,Polish-ɔ̃_2,index_diachronica_original.html:7088, (in some dialects, sporadic ; (in some dialects
17.11.1,Proto-Slavic to Polish,Polish-trk,index_diachronica_original.html:7144, / in , / 
17.12.1.1,Proto-Indo-European to Latin,Latin-aj,index_diachronica_original.html:7223,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.12.1.1,Proto-Indo-European to Latin,Latin-aj,index_diachronica_original.html:7223,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
17.12.1.1,Proto-Indo-European to Latin,Latin-aw,index_diachronica_original.html:7226,(dialects|regions|varieties)( (or|and) (dialects|regions|varieties))*,dialects
17.12.1.1,Proto-Indo-European to Latin,Latin-aw,index_diachronica_original.html:7226,in( some| most| all| many)?( [a-zA-Z]+)?( and [a-zA-Z]+)* dialects,in\1\2\3 dialects
